STATE,ZIP_CODE,coname,CBSA2020 Update,SumOfZPopPct,STCountyFIPS
IN,47368,Randolph County,Neither,84.47,18135
IN,47371,Randolph County,Neither,0.07,18135
IN,47373,Randolph County,Neither,8.18,18135
IN,47380,Randolph County,Neither,93.92,18135
IN,47382,Randolph County,Neither,100,18135
IN,47390,Randolph County,Neither,98.16,18135
IN,47393,Randolph County,Neither,6.92,18135
IN,47394,Randolph County,Neither,100,18135
IN,47006,Ripley County,Neither,66.19,18137
IN,47017,Ripley County,Neither,98.62,18137
IN,47021,Ripley County,Neither,,18137
IN,47023,Ripley County,Neither,100,18137
IN,47031,Ripley County,Neither,96.96,18137
IN,47033,Ripley County,Neither,,18137
IN,47034,Ripley County,Neither,100,18137
IN,47037,Ripley County,Neither,100,18137
IN,47039,Ripley County,Neither,,18137
IN,47041,Ripley County,Neither,57.31,18137
IN,47042,Ripley County,Neither,100,18137
IN,47224,Ripley County,Neither,2.99,18137
IN,47240,Ripley County,Neither,0.16,18137
IN,47250,Ripley County,Neither,1.71,18137
IN,46104,Rush County,Neither,100,18139
IN,46115,Rush County,Neither,94.41,18139
IN,46127,Rush County,Neither,62.5,18139
IN,46133,Rush County,Neither,47.92,18139
IN,46146,Rush County,Neither,100,18139
IN,46148,Rush County,Neither,9.48,18139
IN,46150,Rush County,Neither,86.26,18139
IN,46155,Rush County,Neither,100,18139
IN,46156,Rush County,Neither,99.25,18139
IN,46173,Rush County,Neither,95.28,18139
IN,46182,Rush County,Neither,5.5,18139
IN,47240,Rush County,Neither,0.23,18139
IN,47352,Rush County,Neither,14.82,18139
IN,46506,St Joseph County,Metro,11.67,18141
IN,46550,St Joseph County,Metro,1.17,18141
IN,46574,St Joseph County,Metro,40.08,18141
IN,47102,Scott County,Micro,95.93,18143
IN,47138,Scott County,Micro,55.2,18143
IN,47170,Scott County,Micro,92.81,18143
IN,47230,Scott County,Micro,13.01,18143
IN,46150,Shelby County,Metro,13.74,18145
IN,46176,Shelby County,Metro,99.99,18145
IN,46182,Shelby County,Metro,94.5,18145
IN,47234,Shelby County,Metro,100,18145
IN,47240,Shelby County,Metro,0.3,18145
IN,47272,Shelby County,Metro,35.13,18145
IN,47523,Spencer County,Neither,77.29,18147
IN,47531,Spencer County,Neither,100,18147
IN,47532,Spencer County,Neither,11.67,18147
IN,47536,Spencer County,Neither,100,18147
IN,47537,Spencer County,Neither,73.37,18147
IN,47541,Spencer County,Neither,0.9,18147
IN,47550,Spencer County,Neither,100,18147
IN,47552,Spencer County,Neither,100,18147
IN,47556,Spencer County,Neither,,18147
IN,47577,Spencer County,Neither,88.54,18147
IN,47579,Spencer County,Neither,100,18147
IN,47588,Spencer County,Neither,28.65,18147
IN,47611,Spencer County,Neither,100,18147
IN,47615,Spencer County,Neither,100,18147
IN,47617,Spencer County,Neither,,18147
IN,47634,Spencer County,Neither,100,18147
IN,47635,Spencer County,Neither,99.99,18147
IN,46366,Starke County,Neither,97.08,18149
IN,46374,Starke County,Neither,81.52,18149
IN,46511,Starke County,Neither,10.1,18149
IN,46513,Starke County,Neither,,18149
IN,46531,Starke County,Neither,100,18149
IN,46532,Starke County,Neither,64.93,18149
IN,46534,Starke County,Neither,100,18149
IN,46563,Starke County,Neither,0.25,18149
IN,46574,Starke County,Neither,23.06,18149
IN,46960,Starke County,Neither,37.36,18149
IN,46968,Starke County,Neither,90.41,18149
IN,46996,Starke County,Neither,0.1,18149
IN,46703,Steuben County,Micro,100,18151
IN,46705,Steuben County,Micro,37.4,18151
IN,46737,Steuben County,Micro,100,18151
IN,46742,Steuben County,Micro,79.18,18151
IN,46747,Steuben County,Micro,75.6,18151
IN,46761,Steuben County,Micro,2.2,18151
IN,46776,Steuben County,Micro,83.56,18151
IN,46779,Steuben County,Micro,100,18151
IN,46793,Steuben County,Micro,0.63,18151
IN,47438,Sullivan County,Metro,3.3,18153
IN,47561,Sullivan County,Metro,1.7,18153
IN,47838,Sullivan County,Metro,100,18153
IN,47848,Sullivan County,Metro,92.43,18153
IN,47852,Sullivan County,Metro,,18153
IN,47865,Sullivan County,Metro,100,18153
IN,47882,Sullivan County,Metro,100,18153
IN,47011,Switzerland County,Neither,99.14,18155
IN,47019,Switzerland County,Neither,,18155
IN,47020,Switzerland County,Neither,100,18155
IN,47038,Switzerland County,Neither,100,18155
IN,47040,Switzerland County,Neither,12.99,18155
IN,47043,Switzerland County,Neither,98.33,18155
IN,47224,Switzerland County,Neither,53.14,18155
IN,47250,Switzerland County,Neither,1.46,18155
IN,46058,Tippecanoe County,Metro,2.42,18157
IN,47918,Tippecanoe County,Metro,1.1,18157
IN,47955,Tippecanoe County,Metro,3.77,18157
IN,47967,Tippecanoe County,Metro,9.97,18157
IN,46036,Tipton County,Neither,6.22,18159
IN,46045,Tipton County,Neither,100,18159
IN,46047,Tipton County,Neither,100,18159
IN,46049,Tipton County,Neither,96.71,18159
IN,46050,Tipton County,Neither,1.52,18159
IN,46068,Tipton County,Neither,100,18159
IN,46072,Tipton County,Neither,100.01,18159
IN,46076,Tipton County,Neither,95.1,18159
IN,47003,Union County,Metro,100,18161
IN,47325,Union County,Metro,68.07,18161
IN,47331,Union County,Metro,0.31,18161
IN,47353,Union County,Metro,99.39,18161
IN,47374,Union County,Metro,0.03,18161
IN,47639,Vanderburgh County,Metro,6.96,18163
IN,47847,Vermillion County,Metro,100,18165
IN,47854,Vermillion County,Metro,100,18165
IN,47932,Vermillion County,Metro,7.21,18165
IN,47966,Vermillion County,Metro,100,18165
IN,46702,Wabash County,Micro,7.2,18169
IN,46911,Wabash County,Micro,9.24,18169
IN,46919,Wabash County,Micro,0.92,18169
IN,46940,Wabash County,Micro,86.66,18169
IN,46941,Wabash County,Micro,100,18169
IN,46943,Wabash County,Micro,100,18169
IN,46946,Wabash County,Micro,100,18169
IN,46962,Wabash County,Micro,95.71,18169
IN,46970,Wabash County,Micro,0.11,18169
IN,46974,Wabash County,Micro,79.04,18169
IN,46980,Wabash County,Micro,,18169
IN,46982,Wabash County,Micro,15,18169
IN,46984,Wabash County,Micro,100,18169
IN,46990,Wabash County,Micro,100.01,18169
IN,46992,Wabash County,Micro,100,18169
IN,47918,Warren County,Metro,20.84,18171
IN,47932,Warren County,Metro,9.5,18171
IN,47975,Warren County,Metro,97.4,18171
IN,47982,Warren County,Metro,100,18171
IN,47991,Warren County,Metro,100,18171
IN,47993,Warren County,Metro,100,18171
IN,47523,Warrick County,Metro,22.71,18173
IN,47537,Warrick County,Metro,26.63,18173
IN,47541,Warrick County,Metro,2.53,18173
IN,47660,Warrick County,Metro,0.41,18173
IN,47108,Washington County,Metro,98.82,18175
IN,47125,Washington County,Metro,60.86,18175
IN,47167,Washington County,Metro,99.99,18175
IN,47170,Washington County,Metro,7.19,18175
IN,47281,Washington County,Metro,29,18175
IN,47324,Wayne County,Micro,100,18177
IN,47327,Wayne County,Micro,93.02,18177
IN,47330,Wayne County,Micro,100,18177
IN,47335,Wayne County,Micro,100,18177
IN,47339,Wayne County,Micro,100,18177
IN,47341,Wayne County,Micro,100,18177
IN,47345,Wayne County,Micro,100,18177
IN,47346,Wayne County,Micro,96.52,18177
IN,47354,Wayne County,Micro,5.93,18177
IN,47357,Wayne County,Micro,83.21,18177
IN,47358,Wayne County,Micro,5.02,18177
IN,47360,Wayne County,Micro,4.79,18177
IN,47370,Wayne County,Micro,,18177
IN,47374,Wayne County,Micro,99.95,18177
IN,47375,Wayne County,Micro,,18177
IN,47392,Wayne County,Micro,,18177
IN,47393,Wayne County,Micro,93.07,18177
IN,46714,Wells County,Micro,97.15,18179
IN,46731,Wells County,Micro,100,18179
IN,46740,Wells County,Micro,2.96,18179
IN,46759,Wells County,Micro,100,18179
IN,46766,Wells County,Micro,100,18179
IN,46770,Wells County,Micro,65.24,18179
IN,46777,Wells County,Micro,98.34,18179
IN,46778,Wells County,Micro,,18179
IN,46781,Wells County,Micro,100,18179
IN,46783,Wells County,Micro,1.36,18179
IN,46791,Wells County,Micro,100,18179
IN,46792,Wells County,Micro,16.49,18179
IN,46799,Wells County,Micro,100,18179
IN,46952,Wells County,Micro,0.66,18179
IN,47359,Wells County,Micro,18.04,18179
IN,46978,White County,Neither,1.75,18181
IN,46985,White County,Neither,2.57,18181
IN,46996,White County,Neither,0.42,18181
IN,47923,White County,Neither,89.26,18181
IN,47925,White County,Neither,100,18181
IN,47926,White County,Neither,71.01,18181
IN,47929,White County,Neither,100,18181
IN,47950,White County,Neither,92.66,18181
IN,47959,White County,Neither,97.52,18181
IN,47960,White County,Neither,86.12,18181
IN,47978,White County,Neither,0.2,18181
IN,47980,White County,Neither,100,18181
IN,47995,White County,Neither,98.22,18181
IN,46562,Whitley County,Metro,5.68,18183
IN,46725,Whitley County,Metro,96.76,18183
IN,46750,Whitley County,Metro,0.12,18183
IN,46764,Whitley County,Metro,88.71,18183
IN,46783,Whitley County,Metro,8.27,18183
IN,46787,Whitley County,Metro,95.72,18183
IN,46962,Whitley County,Metro,0.39,18183
IA,50002,Adair County,Neither,76.95,19001
IA,50020,Adair County,Neither,3.7,19001
IA,50048,Adair County,Neither,22.65,19001
IA,50801,Adair County,Neither,1.21,19001
IA,50837,Adair County,Neither,88.83,19001
IA,50846,Adair County,Neither,100,19001
IA,50849,Adair County,Neither,100,19001
IA,50858,Adair County,Neither,100,19001
IA,50859,Adair County,Neither,2.23,19001
IA,50801,Adams County,Neither,2.03,19003
IA,50837,Adams County,Neither,5.85,19003
IA,50839,Adams County,Neither,100,19003
IA,50841,Adams County,Neither,95.47,19003
IA,50843,Adams County,Neither,1.51,19003
IA,50851,Adams County,Neither,11.69,19003
IA,50853,Adams County,Neither,1.57,19003
IA,50857,Adams County,Neither,88.6,19003
IA,50859,Adams County,Neither,97.77,19003
IA,50864,Adams County,Neither,0.29,19003
IA,52101,Allamakee County,Neither,0.28,19005
IA,52140,Allamakee County,Neither,86.28,19005
IA,52146,Allamakee County,Neither,100,19005
IA,52151,Allamakee County,Neither,100,19005
IA,52156,Allamakee County,Neither,15.33,19005
IA,52159,Allamakee County,Neither,16.14,19005
IA,52160,Allamakee County,Neither,100,19005
IA,52162,Allamakee County,Neither,75.59,19005
IA,52170,Allamakee County,Neither,100,19005
IA,52172,Allamakee County,Neither,98.82,19005
IA,52544,Appanoose County,Neither,100,19007
IA,52549,Appanoose County,Neither,100,19007
IA,52555,Appanoose County,Neither,100,19007
IA,52569,Appanoose County,Neither,11.15,19007
IA,52571,Appanoose County,Neither,85.43,19007
IA,52572,Appanoose County,Neither,91.96,19007
IA,52574,Appanoose County,Neither,100,19007
IA,52581,Appanoose County,Neither,93.77,19007
IA,52590,Appanoose County,Neither,5.14,19007
IA,52593,Appanoose County,Neither,100,19007
IA,52594,Appanoose County,Neither,76.44,19007
IA,50020,Audubon County,Neither,2.63,19009
IA,50022,Audubon County,Neither,0.92,19009
IA,50025,Audubon County,Neither,100,19009
IA,50042,Audubon County,Neither,100,19009
IA,50058,Audubon County,Neither,3.53,19009
IA,50076,Audubon County,Neither,100,19009
IA,50110,Audubon County,Neither,,19009
IA,50117,Audubon County,Neither,100,19009
IA,51455,Audubon County,Neither,5.38,19009
IA,51531,Audubon County,Neither,8.97,19009
IA,51543,Audubon County,Neither,90.11,19009
IA,52208,Benton County,Metro,92.57,19011
IA,52224,Benton County,Metro,14.14,19011
IA,52225,Benton County,Metro,16.11,19011
IA,52301,Benton County,Metro,1.11,19011
IA,52349,Benton County,Metro,100,19011
IA,50612,Black Hawk County,Metro,4.78,19013
IA,50629,Black Hawk County,Metro,6.7,19013
IA,50648,Black Hawk County,Metro,20.1,19013
IA,50675,Black Hawk County,Metro,0.94,19013
IA,50031,Boone County,Metro,,19015
IA,50036,Boone County,Metro,100.01,19015
IA,50037,Boone County,Metro,,19015
IA,50040,Boone County,Metro,,19015
IA,50099,Boone County,Metro,,19015
IA,50107,Boone County,Metro,2.27,19015
IA,50212,Boone County,Metro,100,19015
IA,50217,Boone County,Metro,19.02,19015
IA,50220,Boone County,Metro,5.01,19015
IA,50223,Boone County,Metro,100,19015
IA,50235,Boone County,Metro,4.55,19015
IA,50249,Boone County,Metro,5.56,19015
IA,50530,Boone County,Metro,1.33,19015
IA,50629,Bremer County,Metro,11.25,19017
IA,50630,Bremer County,Metro,3.53,19017
IA,50631,Bremer County,Metro,,19017
IA,50645,Bremer County,Metro,4.32,19017
IA,50666,Bremer County,Metro,89.19,19017
IA,50670,Bremer County,Metro,1.24,19017
IA,50674,Bremer County,Metro,85,19017
IA,50676,Bremer County,Metro,100,19017
IA,50677,Bremer County,Metro,99.99,19017
IA,50607,Buchanan County,Neither,74.64,19019
IA,50629,Buchanan County,Neither,60.63,19019
IA,50641,Buchanan County,Neither,100,19019
IA,50644,Buchanan County,Neither,99.99,19019
IA,50648,Buchanan County,Neither,79.89,19019
IA,50650,Buchanan County,Neither,84.12,19019
IA,50654,Buchanan County,Neither,39.28,19019
IA,50662,Buchanan County,Neither,0.72,19019
IA,50671,Buchanan County,Neither,63.94,19019
IA,50682,Buchanan County,Neither,100,19019
IA,52210,Buchanan County,Neither,100,19019
IA,52326,Buchanan County,Neither,100,19019
IA,52329,Buchanan County,Neither,100,19019
IA,50510,Buena Vista County,Micro,93.91,19021
IA,50554,Buena Vista County,Micro,0.62,19021
IA,50565,Buena Vista County,Micro,100,19021
IA,50568,Buena Vista County,Micro,96.92,19021
IA,50576,Buena Vista County,Micro,100,19021
IA,50585,Buena Vista County,Micro,85.8,19021
IA,50588,Buena Vista County,Micro,99.99,19021
IA,50592,Buena Vista County,Micro,,19021
IA,51002,Buena Vista County,Micro,99.85,19021
IA,51005,Buena Vista County,Micro,3.96,19021
IA,51033,Buena Vista County,Micro,69.16,19021
IA,51047,Buena Vista County,Micro,13.78,19021
IA,51366,Buena Vista County,Micro,2.64,19021
IA,50433,Butler County,Neither,5.08,19023
IA,50601,Butler County,Neither,5.36,19023
IA,50602,Butler County,Neither,100.01,19023
IA,50604,Butler County,Neither,93.35,19023
